treatment_order,city_key,grid_id,station_event_id,opening_month,outcome_family,status,selected_method,failure_reason
1084,fuzhou,g00220x00218,fuzhou_station_4b1ecb676c2e,2016-05,population,pending,,
1084,fuzhou,g00220x00218,fuzhou_station_4b1ecb676c2e,2016-05,viirs,pending,,
1085,fuzhou,g00220x00220,fuzhou_station_f2c907bc418e,2016-05,housing,pending,,
1085,fuzhou,g00220x00220,fuzhou_station_f2c907bc418e,2016-05,poi,pending,,
1085,fuzhou,g00220x00220,fuzhou_station_f2c907bc418e,2016-05,population,pending,,
1085,fuzhou,g00220x00220,fuzhou_station_f2c907bc418e,2016-05,viirs,pending,,
1086,fuzhou,g00221x00215,fuzhou_station_f61f079d1a69,2016-05,housing,pending,,
1086,fuzhou,g00221x00215,fuzhou_station_f61f079d1a69,2016-05,poi,pending,,
1086,fuzhou,g00221x00215,fuzhou_station_f61f079d1a69,2016-05,population,pending,,
1086,fuzhou,g00221x00215,fuzhou_station_f61f079d1a69,2016-05,viirs,pending,,
1087,fuzhou,g00223x00214,fuzhou_station_dea04626eec4,2016-05,housing,pending,,
1087,fuzhou,g00223x00214,fuzhou_station_dea04626eec4,2016-05,poi,pending,,
1087,fuzhou,g00223x00214,fuzhou_station_dea04626eec4,2016-05,population,pending,,
1087,fuzhou,g00223x00214,fuzhou_station_dea04626eec4,2016-05,viirs,pending,,
1088,fuzhou,g00224x00212,fuzhou_station_0731f58d389a,2016-05,housing,pending,,
1088,fuzhou,g00224x00212,fuzhou_station_0731f58d389a,2016-05,poi,pending,,
1088,fuzhou,g00224x00212,fuzhou_station_0731f58d389a,2016-05,population,pending,,
1088,fuzhou,g00224x00212,fuzhou_station_0731f58d389a,2016-05,viirs,pending,,
1089,fuzhou,g00226x00211,fuzhou_station_50688424ca1e,2016-05,housing,pending,,
1089,fuzhou,g00226x00211,fuzhou_station_50688424ca1e,2016-05,poi,pending,,
1089,fuzhou,g00226x00211,fuzhou_station_50688424ca1e,2016-05,population,pending,,
1089,fuzhou,g00226x00211,fuzhou_station_50688424ca1e,2016-05,viirs,pending,,
1090,fuzhou,g00227x00210,fuzhou_station_88363cb5cbf1,2016-05,housing,pending,,
1090,fuzhou,g00227x00210,fuzhou_station_88363cb5cbf1,2016-05,poi,pending,,
1090,fuzhou,g00227x00210,fuzhou_station_88363cb5cbf1,2016-05,population,pending,,
1090,fuzhou,g00227x00210,fuzhou_station_88363cb5cbf1,2016-05,viirs,pending,,
1091,fuzhou,g00229x00208,fuzhou_station_e459819dda7b,2016-05,housing,pending,,
1091,fuzhou,g00229x00208,fuzhou_station_e459819dda7b,2016-05,poi,pending,,
1091,fuzhou,g00229x00208,fuzhou_station_e459819dda7b,2016-05,population,pending,,
1091,fuzhou,g00229x00208,fuzhou_station_e459819dda7b,2016-05,viirs,pending,,
1092,fuzhou,g00231x00207,fuzhou_station_143824413b48,2016-05,housing,pending,,
1092,fuzhou,g00231x00207,fuzhou_station_143824413b48,2016-05,poi,pending,,
1092,fuzhou,g00231x00207,fuzhou_station_143824413b48,2016-05,population,pending,,
1092,fuzhou,g00231x00207,fuzhou_station_143824413b48,2016-05,viirs,pending,,
1093,dongguan,g00105x00070,dongguan_station_c82f653730c5,2016-05,housing,pending,,
1093,dongguan,g00105x00070,dongguan_station_c82f653730c5,2016-05,poi,pending,,
1093,dongguan,g00105x00070,dongguan_station_c82f653730c5,2016-05,population,pending,,
1093,dongguan,g00105x00070,dongguan_station_c82f653730c5,2016-05,viirs,pending,,
1094,dongguan,g00108x00071,dongguan_station_09a36aecb05b,2016-05,housing,pending,,
1094,dongguan,g00108x00071,dongguan_station_09a36aecb05b,2016-05,poi,pending,,
1094,dongguan,g00108x00071,dongguan_station_09a36aecb05b,2016-05,population,pending,,
1094,dongguan,g00108x00071,dongguan_station_09a36aecb05b,2016-05,viirs,pending,,
1095,dongguan,g00111x00073,dongguan_station_e31e47a1c681,2016-05,housing,pending,,
1095,dongguan,g00111x00073,dongguan_station_e31e47a1c681,2016-05,poi,pending,,
1095,dongguan,g00111x00073,dongguan_station_e31e47a1c681,2016-05,population,pending,,
1095,dongguan,g00111x00073,dongguan_station_e31e47a1c681,2016-05,viirs,pending,,
1096,dongguan,g00117x00087,dongguan_station_898252d7b48b,2016-05,housing,pending,,
1096,dongguan,g00117x00087,dongguan_station_898252d7b48b,2016-05,poi,pending,,
1096,dongguan,g00117x00087,dongguan_station_898252d7b48b,2016-05,population,pending,,
1096,dongguan,g00117x00087,dongguan_station_898252d7b48b,2016-05,viirs,pending,,
1097,changsha,g00070x00235,changsha_station_e4434f02a3fd,2016-06,housing,pending,,
1097,changsha,g00070x00235,changsha_station_e4434f02a3fd,2016-06,poi,pending,,
1097,changsha,g00070x00235,changsha_station_e4434f02a3fd,2016-06,population,pending,,
1097,changsha,g00070x00235,changsha_station_e4434f02a3fd,2016-06,viirs,pending,,
1098,changsha,g00072x00234,changsha_station_2a4f7a77f30c,2016-06,housing,pending,,
1098,changsha,g00072x00234,changsha_station_2a4f7a77f30c,2016-06,poi,pending,,
1098,changsha,g00072x00234,changsha_station_2a4f7a77f30c,2016-06,population,pending,,
1098,changsha,g00072x00234,changsha_station_2a4f7a77f30c,2016-06,viirs,pending,,
1099,changsha,g00074x00234,changsha_station_52b134b67147,2016-06,housing,pending,,
1099,changsha,g00074x00234,changsha_station_52b134b67147,2016-06,poi,pending,,
1099,changsha,g00074x00234,changsha_station_52b134b67147,2016-06,population,pending,,
1099,changsha,g00074x00234,changsha_station_52b134b67147,2016-06,viirs,pending,,
1100,changsha,g00078x00234,changsha_station_eb25991d00c1,2016-06,housing,pending,,
1100,changsha,g00078x00234,changsha_station_eb25991d00c1,2016-06,poi,pending,,
1100,changsha,g00078x00234,changsha_station_eb25991d00c1,2016-06,population,pending,,
1100,changsha,g00078x00234,changsha_station_eb25991d00c1,2016-06,viirs,pending,,
1101,changsha,g00083x00233,changsha_station_58155d1529a3,2016-06,housing,pending,,
1101,changsha,g00083x00233,changsha_station_58155d1529a3,2016-06,poi,pending,,
1101,changsha,g00083x00233,changsha_station_58155d1529a3,2016-06,population,pending,,
1101,changsha,g00083x00233,changsha_station_58155d1529a3,2016-06,viirs,pending,,
1102,changsha,g00090x00233,changsha_station_08e93b504d1a,2016-06,housing,pending,,
1102,changsha,g00090x00233,changsha_station_08e93b504d1a,2016-06,poi,pending,,
1102,changsha,g00090x00233,changsha_station_08e93b504d1a,2016-06,population,pending,,
1102,changsha,g00090x00233,changsha_station_08e93b504d1a,2016-06,viirs,pending,,
1103,changsha,g00091x00233,changsha_station_87ff263f9d33,2016-06,housing,pending,,
1103,changsha,g00091x00233,changsha_station_87ff263f9d33,2016-06,poi,pending,,
1103,changsha,g00091x00233,changsha_station_87ff263f9d33,2016-06,population,pending,,
1103,changsha,g00091x00233,changsha_station_87ff263f9d33,2016-06,viirs,pending,,
1104,changsha,g00093x00233,changsha_station_39dec509297b,2016-06,housing,pending,,
1104,changsha,g00093x00233,changsha_station_39dec509297b,2016-06,poi,pending,,
1104,changsha,g00093x00233,changsha_station_39dec509297b,2016-06,population,pending,,
1104,changsha,g00093x00233,changsha_station_39dec509297b,2016-06,viirs,pending,,
1105,changsha,g00094x00232,changsha_station_3ae3d5eeb60d,2016-06,housing,pending,,
1105,changsha,g00094x00232,changsha_station_3ae3d5eeb60d,2016-06,poi,pending,,
1105,changsha,g00094x00232,changsha_station_3ae3d5eeb60d,2016-06,population,pending,,
1105,changsha,g00094x00232,changsha_station_3ae3d5eeb60d,2016-06,viirs,pending,,
1106,changsha,g00096x00231,changsha_station_d14c3bed3434,2016-06,housing,pending,,
1106,changsha,g00096x00231,changsha_station_d14c3bed3434,2016-06,poi,pending,,
1106,changsha,g00096x00231,changsha_station_d14c3bed3434,2016-06,population,pending,,
1106,changsha,g00096x00231,changsha_station_d14c3bed3434,2016-06,viirs,pending,,
1107,changsha,g00101x00231,changsha_station_1d08d77b8ddc,2016-06,housing,pending,,
1107,changsha,g00101x00231,changsha_station_1d08d77b8ddc,2016-06,poi,pending,,
1107,changsha,g00101x00231,changsha_station_1d08d77b8ddc,2016-06,population,pending,,
1107,changsha,g00101x00231,changsha_station_1d08d77b8ddc,2016-06,viirs,pending,,
1108,changsha,g00103x00231,changsha_station_62e21c87622e,2016-06,housing,pending,,
1108,changsha,g00103x00231,changsha_station_62e21c87622e,2016-06,poi,pending,,
1108,changsha,g00103x00231,changsha_station_62e21c87622e,2016-06,population,pending,,
1108,changsha,g00103x00231,changsha_station_62e21c87622e,2016-06,viirs,pending,,
1109,changsha,g00108x00232,changsha_station_e411a411f915,2016-06,housing,pending,,
1109,changsha,g00108x00232,changsha_station_e411a411f915,2016-06,poi,pending,,
1109,changsha,g00108x00232,changsha_station_e411a411f915,2016-06,population,pending,,
1109,changsha,g00108x00232,changsha_station_e411a411f915,2016-06,viirs,pending,,
1110,changsha,g00112x00233,changsha_station_65d93ac7d47d,2016-06,housing,pending,,
1110,changsha,g00112x00233,changsha_station_65d93ac7d47d,2016-06,poi,pending,,
1110,changsha,g00112x00233,changsha_station_65d93ac7d47d,2016-06,population,pending,,
1110,changsha,g00112x00233,changsha_station_65d93ac7d47d,2016-06,viirs,pending,,
1111,changsha,g00114x00232,changsha_station_0657c38512c9,2016-06,housing,pending,,
1111,changsha,g00114x00232,changsha_station_0657c38512c9,2016-06,poi,pending,,
1111,changsha,g00114x00232,changsha_station_0657c38512c9,2016-06,population,pending,,
1111,changsha,g00114x00232,changsha_station_0657c38512c9,2016-06,viirs,pending,,
1112,nanning,g00149x00240,nanning_station_19c8878e4b8b,2016-06,housing,pending,,
1112,nanning,g00149x00240,nanning_station_19c8878e4b8b,2016-06,poi,pending,,
1112,nanning,g00149x00240,nanning_station_19c8878e4b8b,2016-06,population,pending,,
1112,nanning,g00149x00240,nanning_station_19c8878e4b8b,2016-06,viirs,pending,,
1113,nanning,g00149x00242,nanning_station_051a3ae41178,2016-06,housing,pending,,
1113,nanning,g00149x00242,nanning_station_051a3ae41178,2016-06,poi,pending,,
1113,nanning,g00149x00242,nanning_station_051a3ae41178,2016-06,population,pending,,
1113,nanning,g00149x00242,nanning_station_051a3ae41178,2016-06,viirs,pending,,
1114,nanning,g00149x00243,nanning_station_225d75a94907,2016-06,housing,pending,,
1114,nanning,g00149x00243,nanning_station_225d75a94907,2016-06,poi,pending,,
1114,nanning,g00149x00243,nanning_station_225d75a94907,2016-06,population,pending,,
1114,nanning,g00149x00243,nanning_station_225d75a94907,2016-06,viirs,pending,,
1115,nanning,g00149x00246,nanning_station_229384dc3d6b,2016-06,housing,pending,,
1115,nanning,g00149x00246,nanning_station_229384dc3d6b,2016-06,poi,pending,,
1115,nanning,g00149x00246,nanning_station_229384dc3d6b,2016-06,population,pending,,
1115,nanning,g00149x00246,nanning_station_229384dc3d6b,2016-06,viirs,pending,,
1116,nanning,g00150x00236,nanning_station_f7f997e435c4,2016-06,housing,pending,,
1116,nanning,g00150x00236,nanning_station_f7f997e435c4,2016-06,poi,pending,,
1116,nanning,g00150x00236,nanning_station_f7f997e435c4,2016-06,population,pending,,
1116,nanning,g00150x00236,nanning_station_f7f997e435c4,2016-06,viirs,pending,,
1117,nanning,g00150x00249,nanning_station_6f3140131187,2016-06,housing,pending,,
1117,nanning,g00150x00249,nanning_station_6f3140131187,2016-06,poi,pending,,
1117,nanning,g00150x00249,nanning_station_6f3140131187,2016-06,population,pending,,
1117,nanning,g00150x00249,nanning_station_6f3140131187,2016-06,viirs,pending,,
1118,nanning,g00153x00249,nanning_station_ef5f0c3be082,2016-06,housing,pending,,
1118,nanning,g00153x00249,nanning_station_ef5f0c3be082,2016-06,poi,pending,,
1118,nanning,g00153x00249,nanning_station_ef5f0c3be082,2016-06,population,pending,,
1118,nanning,g00153x00249,nanning_station_ef5f0c3be082,2016-06,viirs,pending,,
1119,nanning,g00155x00247,nanning_station_f8b8b4bff912,2016-06,housing,pending,,
1119,nanning,g00155x00247,nanning_station_f8b8b4bff912,2016-06,poi,pending,,
1119,nanning,g00155x00247,nanning_station_f8b8b4bff912,2016-06,population,pending,,
1119,nanning,g00155x00247,nanning_station_f8b8b4bff912,2016-06,viirs,pending,,
1120,shenzhen,g00181x00064,shenzhen_station_928471c40101,2016-06,housing,pending,,
1120,shenzhen,g00181x00064,shenzhen_station_928471c40101,2016-06,poi,pending,,
1120,shenzhen,g00181x00064,shenzhen_station_928471c40101,2016-06,population,pending,,
1120,shenzhen,g00181x00064,shenzhen_station_928471c40101,2016-06,viirs,pending,,
1121,shenzhen,g00197x00050,shenzhen_station_4c64a18770de,2016-06,housing,pending,,
1121,shenzhen,g00197x00050,shenzhen_station_4c64a18770de,2016-06,poi,pending,,
1121,shenzhen,g00197x00050,shenzhen_station_4c64a18770de,2016-06,population,pending,,
1121,shenzhen,g00197x00050,shenzhen_station_4c64a18770de,2016-06,viirs,pending,,
1122,shenzhen,g00211x00050,shenzhen_station_68d8db03e6e4,2016-06,housing,pending,,
1122,shenzhen,g00211x00050,shenzhen_station_68d8db03e6e4,2016-06,poi,pending,,
1122,shenzhen,g00211x00050,shenzhen_station_68d8db03e6e4,2016-06,population,pending,,
1122,shenzhen,g00211x00050,shenzhen_station_68d8db03e6e4,2016-06,viirs,pending,,
1123,shenzhen,g00214x00052,shenzhen_station_1cbebb39afc1,2016-06,housing,pending,,
1123,shenzhen,g00214x00052,shenzhen_station_1cbebb39afc1,2016-06,poi,pending,,
1123,shenzhen,g00214x00052,shenzhen_station_1cbebb39afc1,2016-06,population,pending,,
1123,shenzhen,g00214x00052,shenzhen_station_1cbebb39afc1,2016-06,viirs,pending,,
1124,shenzhen,g00218x00052,shenzhen_station_42ad1190e5be,2016-06,housing,pending,,
1124,shenzhen,g00218x00052,shenzhen_station_42ad1190e5be,2016-06,poi,pending,,
1124,shenzhen,g00218x00052,shenzhen_station_42ad1190e5be,2016-06,population,pending,,
1124,shenzhen,g00218x00052,shenzhen_station_42ad1190e5be,2016-06,viirs,pending,,
1125,chengdu,g00137x00225,chengdu_station_245bd41c1bba,2016-07,housing,pending,,
1125,chengdu,g00137x00225,chengdu_station_245bd41c1bba,2016-07,poi,pending,,
1125,chengdu,g00137x00225,chengdu_station_245bd41c1bba,2016-07,population,pending,,
1125,chengdu,g00137x00225,chengdu_station_245bd41c1bba,2016-07,viirs,pending,,
1126,chengdu,g00138x00230,chengdu_station_bbf095a8214c,2016-07,housing,pending,,
1126,chengdu,g00138x00230,chengdu_station_bbf095a8214c,2016-07,poi,pending,,
1126,chengdu,g00138x00230,chengdu_station_bbf095a8214c,2016-07,population,pending,,
1126,chengdu,g00138x00230,chengdu_station_bbf095a8214c,2016-07,viirs,pending,,
1127,chengdu,g00141x00231,chengdu_station_406da10984db,2016-07,housing,pending,,
1127,chengdu,g00141x00231,chengdu_station_406da10984db,2016-07,poi,pending,,
1127,chengdu,g00141x00231,chengdu_station_406da10984db,2016-07,population,pending,,
1127,chengdu,g00141x00231,chengdu_station_406da10984db,2016-07,viirs,pending,,
1128,chengdu,g00149x00234,chengdu_station_2a17e32678ee,2016-07,housing,pending,,
1128,chengdu,g00149x00234,chengdu_station_2a17e32678ee,2016-07,poi,pending,,
1128,chengdu,g00149x00234,chengdu_station_2a17e32678ee,2016-07,population,pending,,
1128,chengdu,g00149x00234,chengdu_station_2a17e32678ee,2016-07,viirs,pending,,
1129,chengdu,g00151x00233,chengdu_station_facee3624cec,2016-07,housing,pending,,
1129,chengdu,g00151x00233,chengdu_station_facee3624cec,2016-07,poi,pending,,
1129,chengdu,g00151x00233,chengdu_station_facee3624cec,2016-07,population,pending,,
1129,chengdu,g00151x00233,chengdu_station_facee3624cec,2016-07,viirs,pending,,
1130,chengdu,g00152x00234,chengdu_station_0de029acc924,2016-07,housing,pending,,
1130,chengdu,g00152x00234,chengdu_station_0de029acc924,2016-07,poi,pending,,
1130,chengdu,g00152x00234,chengdu_station_0de029acc924,2016-07,population,pending,,
1130,chengdu,g00152x00234,chengdu_station_0de029acc924,2016-07,viirs,pending,,
1131,chengdu,g00155x00235,chengdu_station_53deb23a5176,2016-07,housing,pending,,
1131,chengdu,g00155x00235,chengdu_station_53deb23a5176,2016-07,poi,pending,,
1131,chengdu,g00155x00235,chengdu_station_53deb23a5176,2016-07,population,pending,,
1131,chengdu,g00155x00235,chengdu_station_53deb23a5176,2016-07,viirs,pending,,
1132,chengdu,g00157x00236,chengdu_station_35f5cc121a0a,2016-07,housing,pending,,
1132,chengdu,g00157x00236,chengdu_station_35f5cc121a0a,2016-07,poi,pending,,
1132,chengdu,g00157x00236,chengdu_station_35f5cc121a0a,2016-07,population,pending,,
1132,chengdu,g00157x00236,chengdu_station_35f5cc121a0a,2016-07,viirs,pending,,
1133,chengdu,g00162x00237,chengdu_station_20f33fe50d4d,2016-07,housing,pending,,
1133,chengdu,g00162x00237,chengdu_station_20f33fe50d4d,2016-07,poi,pending,,
1133,chengdu,g00162x00237,chengdu_station_20f33fe50d4d,2016-07,population,pending,,
1133,chengdu,g00162x00237,chengdu_station_20f33fe50d4d,2016-07,viirs,pending,,
1134,tianjin,g00136x00098,tianjin_station_f973fd1b3ed2,2016-08,housing,pending,,
1134,tianjin,g00136x00098,tianjin_station_f973fd1b3ed2,2016-08,poi,pending,,
1134,tianjin,g00136x00098,tianjin_station_f973fd1b3ed2,2016-08,population,pending,,
1134,tianjin,g00136x00098,tianjin_station_f973fd1b3ed2,2016-08,viirs,pending,,
1135,tianjin,g00137x00097,tianjin_station_df58f49d9e5d,2016-08,housing,pending,,
1135,tianjin,g00137x00097,tianjin_station_df58f49d9e5d,2016-08,poi,pending,,
1135,tianjin,g00137x00097,tianjin_station_df58f49d9e5d,2016-08,population,pending,,
1135,tianjin,g00137x00097,tianjin_station_df58f49d9e5d,2016-08,viirs,pending,,
1136,tianjin,g00138x00096,tianjin_station_a797ab609365,2016-08,housing,pending,,
1136,tianjin,g00138x00096,tianjin_station_a797ab609365,2016-08,poi,pending,,
1136,tianjin,g00138x00096,tianjin_station_a797ab609365,2016-08,population,pending,,
1136,tianjin,g00138x00096,tianjin_station_a797ab609365,2016-08,viirs,pending,,
1137,tianjin,g00142x00097,tianjin_station_fb1e2197bc6b,2016-08,housing,pending,,
1137,tianjin,g00142x00097,tianjin_station_fb1e2197bc6b,2016-08,poi,pending,,
1137,tianjin,g00142x00097,tianjin_station_fb1e2197bc6b,2016-08,population,pending,,
1137,tianjin,g00142x00097,tianjin_station_fb1e2197bc6b,2016-08,viirs,pending,,
1138,tianjin,g00146x00097,tianjin_station_c015b82e87d9,2016-08,housing,pending,,
1138,tianjin,g00146x00097,tianjin_station_c015b82e87d9,2016-08,poi,pending,,
1138,tianjin,g00146x00097,tianjin_station_c015b82e87d9,2016-08,population,pending,,
1138,tianjin,g00146x00097,tianjin_station_c015b82e87d9,2016-08,viirs,pending,,
1139,tianjin,g00148x00097,tianjin_station_872462458533,2016-08,housing,pending,,
1139,tianjin,g00148x00097,tianjin_station_872462458533,2016-08,poi,pending,,
1139,tianjin,g00148x00097,tianjin_station_872462458533,2016-08,population,pending,,
1139,tianjin,g00148x00097,tianjin_station_872462458533,2016-08,viirs,pending,,
1140,zhengzhou,g00113x00194,zhengzhou_station_06e811020288,2016-08,housing,pending,,
1140,zhengzhou,g00113x00194,zhengzhou_station_06e811020288,2016-08,poi,pending,,
1140,zhengzhou,g00113x00194,zhengzhou_station_06e811020288,2016-08,population,pending,,
1140,zhengzhou,g00113x00194,zhengzhou_station_06e811020288,2016-08,viirs,pending,,
1141,zhengzhou,g00117x00194,zhengzhou_station_84e3fa63f7a6,2016-08,housing,pending,,
1141,zhengzhou,g00117x00194,zhengzhou_station_84e3fa63f7a6,2016-08,poi,pending,,
1141,zhengzhou,g00117x00194,zhengzhou_station_84e3fa63f7a6,2016-08,population,pending,,
1141,zhengzhou,g00117x00194,zhengzhou_station_84e3fa63f7a6,2016-08,viirs,pending,,
1142,zhengzhou,g00121x00194,zhengzhou_station_f181e9470b62,2016-08,housing,pending,,
1142,zhengzhou,g00121x00194,zhengzhou_station_f181e9470b62,2016-08,poi,pending,,
1142,zhengzhou,g00121x00194,zhengzhou_station_f181e9470b62,2016-08,population,pending,,
1142,zhengzhou,g00121x00194,zhengzhou_station_f181e9470b62,2016-08,viirs,pending,,
1143,zhengzhou,g00122x00194,zhengzhou_station_b8b332722a6d,2016-08,housing,pending,,
1143,zhengzhou,g00122x00194,zhengzhou_station_b8b332722a6d,2016-08,poi,pending,,
1143,zhengzhou,g00122x00194,zhengzhou_station_b8b332722a6d,2016-08,population,pending,,
1143,zhengzhou,g00122x00194,zhengzhou_station_b8b332722a6d,2016-08,viirs,pending,,
1144,zhengzhou,g00125x00194,zhengzhou_station_b1902735c4e1,2016-08,housing,pending,,
1144,zhengzhou,g00125x00194,zhengzhou_station_b1902735c4e1,2016-08,poi,pending,,
1144,zhengzhou,g00125x00194,zhengzhou_station_b1902735c4e1,2016-08,population,pending,,
1144,zhengzhou,g00125x00194,zhengzhou_station_b1902735c4e1,2016-08,viirs,pending,,
1145,zhengzhou,g00127x00194,zhengzhou_station_02a1ff591c2b,2016-08,housing,pending,,
1145,zhengzhou,g00127x00194,zhengzhou_station_02a1ff591c2b,2016-08,poi,pending,,
1145,zhengzhou,g00127x00194,zhengzhou_station_02a1ff591c2b,2016-08,population,pending,,
1145,zhengzhou,g00127x00194,zhengzhou_station_02a1ff591c2b,2016-08,viirs,pending,,
1146,zhengzhou,g00129x00194,zhengzhou_station_87b559ea8627,2016-08,housing,pending,,
1146,zhengzhou,g00129x00194,zhengzhou_station_87b559ea8627,2016-08,poi,pending,,
1146,zhengzhou,g00129x00194,zhengzhou_station_87b559ea8627,2016-08,population,pending,,
1146,zhengzhou,g00129x00194,zhengzhou_station_87b559ea8627,2016-08,viirs,pending,,
1147,zhengzhou,g00132x00194,zhengzhou_station_7b63d0db1ea7,2016-08,housing,pending,,
1147,zhengzhou,g00132x00194,zhengzhou_station_7b63d0db1ea7,2016-08,poi,pending,,
1147,zhengzhou,g00132x00194,zhengzhou_station_7b63d0db1ea7,2016-08,population,pending,,
1147,zhengzhou,g00132x00194,zhengzhou_station_7b63d0db1ea7,2016-08,viirs,pending,,
1148,zhengzhou,g00137x00193,zhengzhou_station_ef495f0d7252,2016-08,housing,pending,,
1148,zhengzhou,g00137x00193,zhengzhou_station_ef495f0d7252,2016-08,poi,pending,,
1148,zhengzhou,g00137x00193,zhengzhou_station_ef495f0d7252,2016-08,population,pending,,
1148,zhengzhou,g00137x00193,zhengzhou_station_ef495f0d7252,2016-08,viirs,pending,,
1149,zhengzhou,g00141x00193,zhengzhou_station_0d0f6e69566e,2016-08,housing,pending,,
1149,zhengzhou,g00141x00193,zhengzhou_station_0d0f6e69566e,2016-08,poi,pending,,
1149,zhengzhou,g00141x00193,zhengzhou_station_0d0f6e69566e,2016-08,population,pending,,
1149,zhengzhou,g00141x00193,zhengzhou_station_0d0f6e69566e,2016-08,viirs,pending,,
1150,zhengzhou,g00142x00193,zhengzhou_station_44eba3160dd8,2016-08,housing,pending,,
1150,zhengzhou,g00142x00193,zhengzhou_station_44eba3160dd8,2016-08,poi,pending,,
1150,zhengzhou,g00142x00193,zhengzhou_station_44eba3160dd8,2016-08,population,pending,,
1150,zhengzhou,g00142x00193,zhengzhou_station_44eba3160dd8,2016-08,viirs,pending,,
1151,zhengzhou,g00144x00193,zhengzhou_station_78e0a073dffc,2016-08,housing,pending,,
1151,zhengzhou,g00144x00193,zhengzhou_station_78e0a073dffc,2016-08,poi,pending,,
1151,zhengzhou,g00144x00193,zhengzhou_station_78e0a073dffc,2016-08,population,pending,,
1151,zhengzhou,g00144x00193,zhengzhou_station_78e0a073dffc,2016-08,viirs,pending,,
1152,zhengzhou,g00147x00193,zhengzhou_station_1a36b06bc285,2016-08,housing,pending,,
1152,zhengzhou,g00147x00193,zhengzhou_station_1a36b06bc285,2016-08,poi,pending,,
1152,zhengzhou,g00147x00193,zhengzhou_station_1a36b06bc285,2016-08,population,pending,,
1152,zhengzhou,g00147x00193,zhengzhou_station_1a36b06bc285,2016-08,viirs,pending,,
1153,zhengzhou,g00149x00193,zhengzhou_station_fb7fb017861c,2016-08,housing,pending,,
1153,zhengzhou,g00149x00193,zhengzhou_station_fb7fb017861c,2016-08,poi,pending,,
1153,zhengzhou,g00149x00193,zhengzhou_station_fb7fb017861c,2016-08,population,pending,,
1153,zhengzhou,g00149x00193,zhengzhou_station_fb7fb017861c,2016-08,viirs,pending,,
1154,zhengzhou,g00153x00192,zhengzhou_station_5b746a283374,2016-08,housing,pending,,
1154,zhengzhou,g00153x00192,zhengzhou_station_5b746a283374,2016-08,poi,pending,,
1154,zhengzhou,g00153x00192,zhengzhou_station_5b746a283374,2016-08,population,pending,,
1154,zhengzhou,g00153x00192,zhengzhou_station_5b746a283374,2016-08,viirs,pending,,
1155,suzhou,g00124x00165,suzhou_station_60758bcea125,2016-09,housing,pending,,
1155,suzhou,g00124x00165,suzhou_station_60758bcea125,2016-09,poi,pending,,
1155,suzhou,g00124x00165,suzhou_station_60758bcea125,2016-09,population,pending,,
1155,suzhou,g00124x00165,suzhou_station_60758bcea125,2016-09,viirs,pending,,
1156,suzhou,g00124x00169,suzhou_station_d1765cea175a,2016-09,housing,pending,,
1156,suzhou,g00124x00169,suzhou_station_d1765cea175a,2016-09,poi,pending,,
1156,suzhou,g00124x00169,suzhou_station_d1765cea175a,2016-09,population,pending,,
1156,suzhou,g00124x00169,suzhou_station_d1765cea175a,2016-09,viirs,pending,,
1157,suzhou,g00124x00171,suzhou_station_a3d978afa09e,2016-09,housing,pending,,
1157,suzhou,g00124x00171,suzhou_station_a3d978afa09e,2016-09,poi,pending,,
1157,suzhou,g00124x00171,suzhou_station_a3d978afa09e,2016-09,population,pending,,
1157,suzhou,g00124x00171,suzhou_station_a3d978afa09e,2016-09,viirs,pending,,
1158,suzhou,g00124x00173,suzhou_station_e7a2ae5e798e,2016-09,housing,pending,,
1158,suzhou,g00124x00173,suzhou_station_e7a2ae5e798e,2016-09,poi,pending,,
1158,suzhou,g00124x00173,suzhou_station_e7a2ae5e798e,2016-09,population,pending,,
1158,suzhou,g00124x00173,suzhou_station_e7a2ae5e798e,2016-09,viirs,pending,,
1159,suzhou,g00125x00176,suzhou_station_93bf18e4b868,2016-09,housing,pending,,
1159,suzhou,g00125x00176,suzhou_station_93bf18e4b868,2016-09,poi,pending,,
1159,suzhou,g00125x00176,suzhou_station_93bf18e4b868,2016-09,population,pending,,
1159,suzhou,g00125x00176,suzhou_station_93bf18e4b868,2016-09,viirs,pending,,
1160,suzhou,g00126x00177,suzhou_station_e502524ea218,2016-09,housing,pending,,
1160,suzhou,g00126x00177,suzhou_station_e502524ea218,2016-09,poi,pending,,
1160,suzhou,g00126x00177,suzhou_station_e502524ea218,2016-09,population,pending,,
1160,suzhou,g00126x00177,suzhou_station_e502524ea218,2016-09,viirs,pending,,
1161,suzhou,g00128x00183,suzhou_station_e4ce5eb6d830,2016-09,housing,pending,,
1161,suzhou,g00128x00183,suzhou_station_e4ce5eb6d830,2016-09,poi,pending,,
1161,suzhou,g00128x00183,suzhou_station_e4ce5eb6d830,2016-09,population,pending,,
1161,suzhou,g00128x00183,suzhou_station_e4ce5eb6d830,2016-09,viirs,pending,,
1162,suzhou,g00164x00163,suzhou_station_db0aeaedc020,2016-09,housing,pending,,
1162,suzhou,g00164x00163,suzhou_station_db0aeaedc020,2016-09,poi,pending,,
1162,suzhou,g00164x00163,suzhou_station_db0aeaedc020,2016-09,population,pending,,
1162,suzhou,g00164x00163,suzhou_station_db0aeaedc020,2016-09,viirs,pending,,
1163,shenzhen,g00173x00097,shenzhen_station_a8496ad49c99,2016-10,housing,pending,,
