treatment_order,city_key,grid_id,station_event_id,opening_month,outcome_family,status,selected_method,failure_reason
3092,wuhan,g00148x00151,wuhan_station_f5e1b3003c35,2021-01,poi,pending,,
3092,wuhan,g00148x00151,wuhan_station_f5e1b3003c35,2021-01,population,pending,,
3092,wuhan,g00148x00151,wuhan_station_f5e1b3003c35,2021-01,viirs,pending,,
3093,chongqing,g00298x00242,chongqing_station_180d5c7758df,2021-01,housing,pending,,
3093,chongqing,g00298x00242,chongqing_station_180d5c7758df,2021-01,poi,pending,,
3093,chongqing,g00298x00242,chongqing_station_180d5c7758df,2021-01,population,pending,,
3093,chongqing,g00298x00242,chongqing_station_180d5c7758df,2021-01,viirs,pending,,
3094,chongqing,g00303x00242,chongqing_station_f8eb8d81f5e5,2021-01,housing,pending,,
3094,chongqing,g00303x00242,chongqing_station_f8eb8d81f5e5,2021-01,poi,pending,,
3094,chongqing,g00303x00242,chongqing_station_f8eb8d81f5e5,2021-01,population,pending,,
3094,chongqing,g00303x00242,chongqing_station_f8eb8d81f5e5,2021-01,viirs,pending,,
3095,chongqing,g00306x00243,chongqing_station_377fe14a2243,2021-01,housing,pending,,
3095,chongqing,g00306x00243,chongqing_station_377fe14a2243,2021-01,poi,pending,,
3095,chongqing,g00306x00243,chongqing_station_377fe14a2243,2021-01,population,pending,,
3095,chongqing,g00306x00243,chongqing_station_377fe14a2243,2021-01,viirs,pending,,
3096,chongqing,g00309x00243,chongqing_station_847507f89393,2021-01,housing,pending,,
3096,chongqing,g00309x00243,chongqing_station_847507f89393,2021-01,poi,pending,,
3096,chongqing,g00309x00243,chongqing_station_847507f89393,2021-01,population,pending,,
3096,chongqing,g00309x00243,chongqing_station_847507f89393,2021-01,viirs,pending,,
3097,chongqing,g00312x00244,chongqing_station_6681bf325e2d,2021-01,housing,pending,,
3097,chongqing,g00312x00244,chongqing_station_6681bf325e2d,2021-01,poi,pending,,
3097,chongqing,g00312x00244,chongqing_station_6681bf325e2d,2021-01,population,pending,,
3097,chongqing,g00312x00244,chongqing_station_6681bf325e2d,2021-01,viirs,pending,,
3098,chongqing,g00314x00245,chongqing_station_b9e46cc7950c,2021-01,housing,pending,,
3098,chongqing,g00314x00245,chongqing_station_b9e46cc7950c,2021-01,poi,pending,,
3098,chongqing,g00314x00245,chongqing_station_b9e46cc7950c,2021-01,population,pending,,
3098,chongqing,g00314x00245,chongqing_station_b9e46cc7950c,2021-01,viirs,pending,,
3099,chongqing,g00317x00243,chongqing_station_352b0cd130df,2021-01,housing,pending,,
3099,chongqing,g00317x00243,chongqing_station_352b0cd130df,2021-01,poi,pending,,
3099,chongqing,g00317x00243,chongqing_station_352b0cd130df,2021-01,population,pending,,
3099,chongqing,g00317x00243,chongqing_station_352b0cd130df,2021-01,viirs,pending,,
3100,chongqing,g00317x00245,chongqing_station_ad76a3090fb4,2021-01,housing,pending,,
3100,chongqing,g00317x00245,chongqing_station_ad76a3090fb4,2021-01,poi,pending,,
3100,chongqing,g00317x00245,chongqing_station_ad76a3090fb4,2021-01,population,pending,,
3100,chongqing,g00317x00245,chongqing_station_ad76a3090fb4,2021-01,viirs,pending,,
3101,chongqing,g00318x00242,chongqing_station_43930796340a,2021-01,housing,pending,,
3101,chongqing,g00318x00242,chongqing_station_43930796340a,2021-01,poi,pending,,
3101,chongqing,g00318x00242,chongqing_station_43930796340a,2021-01,population,pending,,
3101,chongqing,g00318x00242,chongqing_station_43930796340a,2021-01,viirs,pending,,
3102,chongqing,g00321x00245,chongqing_station_5d62ffd1a225,2021-01,housing,pending,,
3102,chongqing,g00321x00245,chongqing_station_5d62ffd1a225,2021-01,poi,pending,,
3102,chongqing,g00321x00245,chongqing_station_5d62ffd1a225,2021-01,population,pending,,
3102,chongqing,g00321x00245,chongqing_station_5d62ffd1a225,2021-01,viirs,pending,,
3103,chongqing,g00322x00242,chongqing_station_aa544a0b20b3,2021-01,housing,pending,,
3103,chongqing,g00322x00242,chongqing_station_aa544a0b20b3,2021-01,poi,pending,,
3103,chongqing,g00322x00242,chongqing_station_aa544a0b20b3,2021-01,population,pending,,
3103,chongqing,g00322x00242,chongqing_station_aa544a0b20b3,2021-01,viirs,pending,,
3104,chongqing,g00323x00248,chongqing_station_339082c16d14,2021-01,housing,pending,,
3104,chongqing,g00323x00248,chongqing_station_339082c16d14,2021-01,poi,pending,,
3104,chongqing,g00323x00248,chongqing_station_339082c16d14,2021-01,population,pending,,
3104,chongqing,g00323x00248,chongqing_station_339082c16d14,2021-01,viirs,pending,,
3105,chongqing,g00324x00244,chongqing_station_ebbbc2532b0b,2021-01,housing,pending,,
3105,chongqing,g00324x00244,chongqing_station_ebbbc2532b0b,2021-01,poi,pending,,
3105,chongqing,g00324x00244,chongqing_station_ebbbc2532b0b,2021-01,population,pending,,
3105,chongqing,g00324x00244,chongqing_station_ebbbc2532b0b,2021-01,viirs,pending,,
3106,chongqing,g00324x00249,chongqing_station_26ed37e3cd89,2021-01,housing,pending,,
3106,chongqing,g00324x00249,chongqing_station_26ed37e3cd89,2021-01,poi,pending,,
3106,chongqing,g00324x00249,chongqing_station_26ed37e3cd89,2021-01,population,pending,,
3106,chongqing,g00324x00249,chongqing_station_26ed37e3cd89,2021-01,viirs,pending,,
3107,shanghai,g00096x00135,shanghai_station_94a9f70bdf06,2021-01,housing,pending,,
3107,shanghai,g00096x00135,shanghai_station_94a9f70bdf06,2021-01,poi,pending,,
3107,shanghai,g00096x00135,shanghai_station_94a9f70bdf06,2021-01,population,pending,,
3107,shanghai,g00096x00135,shanghai_station_94a9f70bdf06,2021-01,viirs,pending,,
3108,shanghai,g00100x00134,shanghai_station_fbb235629e28,2021-01,housing,pending,,
3108,shanghai,g00100x00134,shanghai_station_fbb235629e28,2021-01,poi,pending,,
3108,shanghai,g00100x00134,shanghai_station_fbb235629e28,2021-01,population,pending,,
3108,shanghai,g00100x00134,shanghai_station_fbb235629e28,2021-01,viirs,pending,,
3109,shanghai,g00105x00132,shanghai_station_a3fad4cff0c5,2021-01,housing,pending,,
3109,shanghai,g00105x00132,shanghai_station_a3fad4cff0c5,2021-01,poi,pending,,
3109,shanghai,g00105x00132,shanghai_station_a3fad4cff0c5,2021-01,population,pending,,
3109,shanghai,g00105x00132,shanghai_station_a3fad4cff0c5,2021-01,viirs,pending,,
3110,shanghai,g00109x00130,shanghai_station_e962dc9081c8,2021-01,housing,pending,,
3110,shanghai,g00109x00130,shanghai_station_e962dc9081c8,2021-01,poi,pending,,
3110,shanghai,g00109x00130,shanghai_station_e962dc9081c8,2021-01,population,pending,,
3110,shanghai,g00109x00130,shanghai_station_e962dc9081c8,2021-01,viirs,pending,,
3111,shanghai,g00111x00129,shanghai_station_822cd5ec37b4,2021-01,housing,pending,,
3111,shanghai,g00111x00129,shanghai_station_822cd5ec37b4,2021-01,poi,pending,,
3111,shanghai,g00111x00129,shanghai_station_822cd5ec37b4,2021-01,population,pending,,
3111,shanghai,g00111x00129,shanghai_station_822cd5ec37b4,2021-01,viirs,pending,,
3112,shanghai,g00113x00129,shanghai_station_a117d0346bff,2021-01,housing,pending,,
3112,shanghai,g00113x00129,shanghai_station_a117d0346bff,2021-01,poi,pending,,
3112,shanghai,g00113x00129,shanghai_station_a117d0346bff,2021-01,population,pending,,
3112,shanghai,g00113x00129,shanghai_station_a117d0346bff,2021-01,viirs,pending,,
3113,shanghai,g00114x00132,shanghai_station_408507261f09,2021-01,housing,pending,,
3113,shanghai,g00114x00132,shanghai_station_408507261f09,2021-01,poi,pending,,
3113,shanghai,g00114x00132,shanghai_station_408507261f09,2021-01,population,pending,,
3113,shanghai,g00114x00132,shanghai_station_408507261f09,2021-01,viirs,pending,,
3114,shanghai,g00116x00134,shanghai_station_45fc9ef64321,2021-01,housing,pending,,
3114,shanghai,g00116x00134,shanghai_station_45fc9ef64321,2021-01,poi,pending,,
3114,shanghai,g00116x00134,shanghai_station_45fc9ef64321,2021-01,population,pending,,
3114,shanghai,g00116x00134,shanghai_station_45fc9ef64321,2021-01,viirs,pending,,
3115,shanghai,g00119x00133,shanghai_station_54f14b79a784,2021-01,housing,pending,,
3115,shanghai,g00119x00133,shanghai_station_54f14b79a784,2021-01,poi,pending,,
3115,shanghai,g00119x00133,shanghai_station_54f14b79a784,2021-01,population,pending,,
3115,shanghai,g00119x00133,shanghai_station_54f14b79a784,2021-01,viirs,pending,,
3116,shanghai,g00120x00133,shanghai_station_4d004315dc55,2021-01,housing,pending,,
3116,shanghai,g00120x00133,shanghai_station_4d004315dc55,2021-01,poi,pending,,
3116,shanghai,g00120x00133,shanghai_station_4d004315dc55,2021-01,population,pending,,
3116,shanghai,g00120x00133,shanghai_station_4d004315dc55,2021-01,viirs,pending,,
3117,shanghai,g00123x00131,shanghai_station_14324d3f30d3,2021-01,housing,pending,,
3117,shanghai,g00123x00131,shanghai_station_14324d3f30d3,2021-01,poi,pending,,
3117,shanghai,g00123x00131,shanghai_station_14324d3f30d3,2021-01,population,pending,,
3117,shanghai,g00123x00131,shanghai_station_14324d3f30d3,2021-01,viirs,pending,,
3118,shanghai,g00125x00132,shanghai_station_978a2527f481,2021-01,housing,pending,,
3118,shanghai,g00125x00132,shanghai_station_978a2527f481,2021-01,poi,pending,,
3118,shanghai,g00125x00132,shanghai_station_978a2527f481,2021-01,population,pending,,
3118,shanghai,g00125x00132,shanghai_station_978a2527f481,2021-01,viirs,pending,,
3119,shanghai,g00128x00130,shanghai_station_573f52ced4ba,2021-01,housing,pending,,
3119,shanghai,g00128x00130,shanghai_station_573f52ced4ba,2021-01,poi,pending,,
3119,shanghai,g00128x00130,shanghai_station_573f52ced4ba,2021-01,population,pending,,
3119,shanghai,g00128x00130,shanghai_station_573f52ced4ba,2021-01,viirs,pending,,
3120,shanghai,g00132x00129,shanghai_station_aab6ee68fd6d,2021-01,housing,pending,,
3120,shanghai,g00132x00129,shanghai_station_aab6ee68fd6d,2021-01,poi,pending,,
3120,shanghai,g00132x00129,shanghai_station_aab6ee68fd6d,2021-01,population,pending,,
3120,shanghai,g00132x00129,shanghai_station_aab6ee68fd6d,2021-01,viirs,pending,,
3121,shanghai,g00133x00127,shanghai_station_ba2d6c5c39fc,2021-01,housing,pending,,
3121,shanghai,g00133x00127,shanghai_station_ba2d6c5c39fc,2021-01,poi,pending,,
3121,shanghai,g00133x00127,shanghai_station_ba2d6c5c39fc,2021-01,population,pending,,
3121,shanghai,g00133x00127,shanghai_station_ba2d6c5c39fc,2021-01,viirs,pending,,
3122,shanghai,g00135x00126,shanghai_station_94df2b3292bd,2021-01,housing,pending,,
3122,shanghai,g00135x00126,shanghai_station_94df2b3292bd,2021-01,poi,pending,,
3122,shanghai,g00135x00126,shanghai_station_94df2b3292bd,2021-01,population,pending,,
3122,shanghai,g00135x00126,shanghai_station_94df2b3292bd,2021-01,viirs,pending,,
3123,shanghai,g00138x00127,shanghai_station_d5c73b3a0aa9,2021-01,housing,pending,,
3123,shanghai,g00138x00127,shanghai_station_d5c73b3a0aa9,2021-01,poi,pending,,
3123,shanghai,g00138x00127,shanghai_station_d5c73b3a0aa9,2021-01,population,pending,,
3123,shanghai,g00138x00127,shanghai_station_d5c73b3a0aa9,2021-01,viirs,pending,,
3124,shanghai,g00141x00126,shanghai_station_6055d8439589,2021-01,housing,pending,,
3124,shanghai,g00141x00126,shanghai_station_6055d8439589,2021-01,poi,pending,,
3124,shanghai,g00141x00126,shanghai_station_6055d8439589,2021-01,population,pending,,
3124,shanghai,g00141x00126,shanghai_station_6055d8439589,2021-01,viirs,pending,,
3125,shanghai,g00142x00125,shanghai_station_77191a412885,2021-01,housing,pending,,
3125,shanghai,g00142x00125,shanghai_station_77191a412885,2021-01,poi,pending,,
3125,shanghai,g00142x00125,shanghai_station_77191a412885,2021-01,population,pending,,
3125,shanghai,g00142x00125,shanghai_station_77191a412885,2021-01,viirs,pending,,
3126,shanghai,g00145x00126,shanghai_station_5aed6c107db6,2021-01,housing,pending,,
3126,shanghai,g00145x00126,shanghai_station_5aed6c107db6,2021-01,poi,pending,,
3126,shanghai,g00145x00126,shanghai_station_5aed6c107db6,2021-01,population,pending,,
3126,shanghai,g00145x00126,shanghai_station_5aed6c107db6,2021-01,viirs,pending,,
3127,shanghai,g00147x00126,shanghai_station_1db85ac38092,2021-01,housing,pending,,
3127,shanghai,g00147x00126,shanghai_station_1db85ac38092,2021-01,poi,pending,,
3127,shanghai,g00147x00126,shanghai_station_1db85ac38092,2021-01,population,pending,,
3127,shanghai,g00147x00126,shanghai_station_1db85ac38092,2021-01,viirs,pending,,
3128,shanghai,g00149x00126,shanghai_station_2c93b21b0ecc,2021-01,housing,pending,,
3128,shanghai,g00149x00126,shanghai_station_2c93b21b0ecc,2021-01,poi,pending,,
3128,shanghai,g00149x00126,shanghai_station_2c93b21b0ecc,2021-01,population,pending,,
3128,shanghai,g00149x00126,shanghai_station_2c93b21b0ecc,2021-01,viirs,pending,,
3129,shanghai,g00152x00125,shanghai_station_cef09acf143b,2021-01,housing,pending,,
3129,shanghai,g00152x00125,shanghai_station_cef09acf143b,2021-01,poi,pending,,
3129,shanghai,g00152x00125,shanghai_station_cef09acf143b,2021-01,population,pending,,
3129,shanghai,g00152x00125,shanghai_station_cef09acf143b,2021-01,viirs,pending,,
3130,shanghai,g00154x00125,shanghai_station_4a94b6490552,2021-01,housing,pending,,
3130,shanghai,g00154x00125,shanghai_station_4a94b6490552,2021-01,poi,pending,,
3130,shanghai,g00154x00125,shanghai_station_4a94b6490552,2021-01,population,pending,,
3130,shanghai,g00154x00125,shanghai_station_4a94b6490552,2021-01,viirs,pending,,
3131,shanghai,g00156x00124,shanghai_station_540efa8b9627,2021-01,housing,pending,,
3131,shanghai,g00156x00124,shanghai_station_540efa8b9627,2021-01,poi,pending,,
3131,shanghai,g00156x00124,shanghai_station_540efa8b9627,2021-01,population,pending,,
3131,shanghai,g00156x00124,shanghai_station_540efa8b9627,2021-01,viirs,pending,,
3132,shanghai,g00157x00123,shanghai_station_d740010aa909,2021-01,housing,pending,,
3132,shanghai,g00157x00123,shanghai_station_d740010aa909,2021-01,poi,pending,,
3132,shanghai,g00157x00123,shanghai_station_d740010aa909,2021-01,population,pending,,
3132,shanghai,g00157x00123,shanghai_station_d740010aa909,2021-01,viirs,pending,,
3133,shanghai,g00159x00123,shanghai_station_d92580f38c70,2021-01,housing,pending,,
3133,shanghai,g00159x00123,shanghai_station_d92580f38c70,2021-01,poi,pending,,
3133,shanghai,g00159x00123,shanghai_station_d92580f38c70,2021-01,population,pending,,
3133,shanghai,g00159x00123,shanghai_station_d92580f38c70,2021-01,viirs,pending,,
3134,shanghai,g00162x00123,shanghai_station_e938acfd0fd4,2021-01,housing,pending,,
3134,shanghai,g00162x00123,shanghai_station_e938acfd0fd4,2021-01,poi,pending,,
3134,shanghai,g00162x00123,shanghai_station_e938acfd0fd4,2021-01,population,pending,,
3134,shanghai,g00162x00123,shanghai_station_e938acfd0fd4,2021-01,viirs,pending,,
3135,shanghai,g00167x00121,shanghai_station_ffcbc27901ea,2021-01,housing,pending,,
3135,shanghai,g00167x00121,shanghai_station_ffcbc27901ea,2021-01,poi,pending,,
3135,shanghai,g00167x00121,shanghai_station_ffcbc27901ea,2021-01,population,pending,,
3135,shanghai,g00167x00121,shanghai_station_ffcbc27901ea,2021-01,viirs,pending,,
3136,chongqing,g00328x00245,chongqing_station_5bb39de449ab,2021-02,housing,pending,,
3136,chongqing,g00328x00245,chongqing_station_5bb39de449ab,2021-02,poi,pending,,
3136,chongqing,g00328x00245,chongqing_station_5bb39de449ab,2021-02,population,pending,,
3136,chongqing,g00328x00245,chongqing_station_5bb39de449ab,2021-02,viirs,pending,,
3137,chongqing,g00333x00273,chongqing_station_5c95b4e4d280,2021-02,housing,pending,,
3137,chongqing,g00333x00273,chongqing_station_5c95b4e4d280,2021-02,poi,pending,,
3137,chongqing,g00333x00273,chongqing_station_5c95b4e4d280,2021-02,population,pending,,
3137,chongqing,g00333x00273,chongqing_station_5c95b4e4d280,2021-02,viirs,pending,,
3138,jinan,g00168x00148,jinan_station_28bace1fa31c,2021-03,housing,pending,,
3138,jinan,g00168x00148,jinan_station_28bace1fa31c,2021-03,poi,pending,,
3138,jinan,g00168x00148,jinan_station_28bace1fa31c,2021-03,population,pending,,
3138,jinan,g00168x00148,jinan_station_28bace1fa31c,2021-03,viirs,pending,,
3139,jinan,g00169x00153,jinan_station_a8734971b3da,2021-03,housing,pending,,
3139,jinan,g00169x00153,jinan_station_a8734971b3da,2021-03,poi,pending,,
3139,jinan,g00169x00153,jinan_station_a8734971b3da,2021-03,population,pending,,
3139,jinan,g00169x00153,jinan_station_a8734971b3da,2021-03,viirs,pending,,
3140,jinan,g00173x00166,jinan_station_a48e160f9881,2021-03,housing,pending,,
3140,jinan,g00173x00166,jinan_station_a48e160f9881,2021-03,poi,pending,,
3140,jinan,g00173x00166,jinan_station_a48e160f9881,2021-03,population,pending,,
3140,jinan,g00173x00166,jinan_station_a48e160f9881,2021-03,viirs,pending,,
3141,jinan,g00174x00172,jinan_station_7fe33fcffa71,2021-03,housing,pending,,
3141,jinan,g00174x00172,jinan_station_7fe33fcffa71,2021-03,poi,pending,,
3141,jinan,g00174x00172,jinan_station_7fe33fcffa71,2021-03,population,pending,,
3141,jinan,g00174x00172,jinan_station_7fe33fcffa71,2021-03,viirs,pending,,
3142,jinan,g00177x00182,jinan_station_ee5ad07073c2,2021-03,housing,pending,,
3142,jinan,g00177x00182,jinan_station_ee5ad07073c2,2021-03,poi,pending,,
3142,jinan,g00177x00182,jinan_station_ee5ad07073c2,2021-03,population,pending,,
3142,jinan,g00177x00182,jinan_station_ee5ad07073c2,2021-03,viirs,pending,,
3143,jinan,g00178x00186,jinan_station_07d8edd333dd,2021-03,housing,pending,,
3143,jinan,g00178x00186,jinan_station_07d8edd333dd,2021-03,poi,pending,,
3143,jinan,g00178x00186,jinan_station_07d8edd333dd,2021-03,population,pending,,
3143,jinan,g00178x00186,jinan_station_07d8edd333dd,2021-03,viirs,pending,,
3144,luoyang,g00264x00251,luoyang_station_3d1c63766803,2021-03,housing,pending,,
3144,luoyang,g00264x00251,luoyang_station_3d1c63766803,2021-03,poi,pending,,
3144,luoyang,g00264x00251,luoyang_station_3d1c63766803,2021-03,population,pending,,
3144,luoyang,g00264x00251,luoyang_station_3d1c63766803,2021-03,viirs,pending,,
3145,luoyang,g00265x00247,luoyang_station_40e78ee1f2a4,2021-03,housing,pending,,
3145,luoyang,g00265x00247,luoyang_station_40e78ee1f2a4,2021-03,poi,pending,,
3145,luoyang,g00265x00247,luoyang_station_40e78ee1f2a4,2021-03,population,pending,,
3145,luoyang,g00265x00247,luoyang_station_40e78ee1f2a4,2021-03,viirs,pending,,
3146,luoyang,g00265x00248,luoyang_station_dc4d5f6c5b08,2021-03,housing,pending,,
3146,luoyang,g00265x00248,luoyang_station_dc4d5f6c5b08,2021-03,poi,pending,,
3146,luoyang,g00265x00248,luoyang_station_dc4d5f6c5b08,2021-03,population,pending,,
3146,luoyang,g00265x00248,luoyang_station_dc4d5f6c5b08,2021-03,viirs,pending,,
3147,luoyang,g00265x00253,luoyang_station_133f3a6c4aad,2021-03,housing,pending,,
3147,luoyang,g00265x00253,luoyang_station_133f3a6c4aad,2021-03,poi,pending,,
3147,luoyang,g00265x00253,luoyang_station_133f3a6c4aad,2021-03,population,pending,,
3147,luoyang,g00265x00253,luoyang_station_133f3a6c4aad,2021-03,viirs,pending,,
3148,luoyang,g00266x00256,luoyang_station_a4e592d859c0,2021-03,housing,pending,,
3148,luoyang,g00266x00256,luoyang_station_a4e592d859c0,2021-03,poi,pending,,
3148,luoyang,g00266x00256,luoyang_station_a4e592d859c0,2021-03,population,pending,,
3148,luoyang,g00266x00256,luoyang_station_a4e592d859c0,2021-03,viirs,pending,,
3149,luoyang,g00267x00245,luoyang_station_e18b9135594a,2021-03,housing,pending,,
3149,luoyang,g00267x00245,luoyang_station_e18b9135594a,2021-03,poi,pending,,
3149,luoyang,g00267x00245,luoyang_station_e18b9135594a,2021-03,population,pending,,
3149,luoyang,g00267x00245,luoyang_station_e18b9135594a,2021-03,viirs,pending,,
3150,luoyang,g00268x00243,luoyang_station_ced11e54668f,2021-03,housing,pending,,
3150,luoyang,g00268x00243,luoyang_station_ced11e54668f,2021-03,poi,pending,,
3150,luoyang,g00268x00243,luoyang_station_ced11e54668f,2021-03,population,pending,,
3150,luoyang,g00268x00243,luoyang_station_ced11e54668f,2021-03,viirs,pending,,
3151,luoyang,g00268x00259,luoyang_station_e9ffa2410022,2021-03,housing,pending,,
3151,luoyang,g00268x00259,luoyang_station_e9ffa2410022,2021-03,poi,pending,,
3151,luoyang,g00268x00259,luoyang_station_e9ffa2410022,2021-03,population,pending,,
3151,luoyang,g00268x00259,luoyang_station_e9ffa2410022,2021-03,viirs,pending,,
3152,luoyang,g00269x00239,luoyang_station_f5a0f236cbea,2021-03,housing,pending,,
3152,luoyang,g00269x00239,luoyang_station_f5a0f236cbea,2021-03,poi,pending,,
3152,luoyang,g00269x00239,luoyang_station_f5a0f236cbea,2021-03,population,pending,,
3152,luoyang,g00269x00239,luoyang_station_f5a0f236cbea,2021-03,viirs,pending,,
3153,luoyang,g00269x00262,luoyang_station_7758e4836b71,2021-03,housing,pending,,
3153,luoyang,g00269x00262,luoyang_station_7758e4836b71,2021-03,poi,pending,,
3153,luoyang,g00269x00262,luoyang_station_7758e4836b71,2021-03,population,pending,,
3153,luoyang,g00269x00262,luoyang_station_7758e4836b71,2021-03,viirs,pending,,
3154,luoyang,g00270x00264,luoyang_station_61459b1497eb,2021-03,housing,pending,,
3154,luoyang,g00270x00264,luoyang_station_61459b1497eb,2021-03,poi,pending,,
3154,luoyang,g00270x00264,luoyang_station_61459b1497eb,2021-03,population,pending,,
3154,luoyang,g00270x00264,luoyang_station_61459b1497eb,2021-03,viirs,pending,,
3155,luoyang,g00270x00266,luoyang_station_8d4cde5f962e,2021-03,housing,pending,,
3155,luoyang,g00270x00266,luoyang_station_8d4cde5f962e,2021-03,poi,pending,,
3155,luoyang,g00270x00266,luoyang_station_8d4cde5f962e,2021-03,population,pending,,
3155,luoyang,g00270x00266,luoyang_station_8d4cde5f962e,2021-03,viirs,pending,,
3156,luoyang,g00270x00268,luoyang_station_b2f8dee68539,2021-03,housing,pending,,
3156,luoyang,g00270x00268,luoyang_station_b2f8dee68539,2021-03,poi,pending,,
3156,luoyang,g00270x00268,luoyang_station_b2f8dee68539,2021-03,population,pending,,
3156,luoyang,g00270x00268,luoyang_station_b2f8dee68539,2021-03,viirs,pending,,
3157,luoyang,g00271x00270,luoyang_station_d7ee2b0bdf2e,2021-03,housing,pending,,
3157,luoyang,g00271x00270,luoyang_station_d7ee2b0bdf2e,2021-03,poi,pending,,
3157,luoyang,g00271x00270,luoyang_station_d7ee2b0bdf2e,2021-03,population,pending,,
3157,luoyang,g00271x00270,luoyang_station_d7ee2b0bdf2e,2021-03,viirs,pending,,
3158,luoyang,g00272x00273,luoyang_station_a81766cf5654,2021-03,housing,pending,,
3158,luoyang,g00272x00273,luoyang_station_a81766cf5654,2021-03,poi,pending,,
3158,luoyang,g00272x00273,luoyang_station_a81766cf5654,2021-03,population,pending,,
3158,luoyang,g00272x00273,luoyang_station_a81766cf5654,2021-03,viirs,pending,,
3159,luoyang,g00272x00275,luoyang_station_c571d18a6569,2021-03,housing,pending,,
3159,luoyang,g00272x00275,luoyang_station_c571d18a6569,2021-03,poi,pending,,
3159,luoyang,g00272x00275,luoyang_station_c571d18a6569,2021-03,population,pending,,
3159,luoyang,g00272x00275,luoyang_station_c571d18a6569,2021-03,viirs,pending,,
3160,luoyang,g00273x00279,luoyang_station_29f0757c2672,2021-03,housing,pending,,
3160,luoyang,g00273x00279,luoyang_station_29f0757c2672,2021-03,poi,pending,,
3160,luoyang,g00273x00279,luoyang_station_29f0757c2672,2021-03,population,pending,,
3160,luoyang,g00273x00279,luoyang_station_29f0757c2672,2021-03,viirs,pending,,
3161,luoyang,g00274x00237,luoyang_station_e627fc27b7cf,2021-03,housing,pending,,
3161,luoyang,g00274x00237,luoyang_station_e627fc27b7cf,2021-03,poi,pending,,
3161,luoyang,g00274x00237,luoyang_station_e627fc27b7cf,2021-03,population,pending,,
3161,luoyang,g00274x00237,luoyang_station_e627fc27b7cf,2021-03,viirs,pending,,
3162,shijiazhuang,g00138x00225,shijiazhuang_station_45401a934875,2021-04,housing,pending,,
3162,shijiazhuang,g00138x00225,shijiazhuang_station_45401a934875,2021-04,poi,pending,,
3162,shijiazhuang,g00138x00225,shijiazhuang_station_45401a934875,2021-04,population,pending,,
3162,shijiazhuang,g00138x00225,shijiazhuang_station_45401a934875,2021-04,viirs,pending,,
3163,shijiazhuang,g00139x00197,shijiazhuang_station_93c1571d603e,2021-04,housing,pending,,
3163,shijiazhuang,g00139x00197,shijiazhuang_station_93c1571d603e,2021-04,poi,pending,,
3163,shijiazhuang,g00139x00197,shijiazhuang_station_93c1571d603e,2021-04,population,pending,,
3163,shijiazhuang,g00139x00197,shijiazhuang_station_93c1571d603e,2021-04,viirs,pending,,
3164,shijiazhuang,g00139x00199,shijiazhuang_station_9faaf8080e47,2021-04,housing,pending,,
3164,shijiazhuang,g00139x00199,shijiazhuang_station_9faaf8080e47,2021-04,poi,pending,,
3164,shijiazhuang,g00139x00199,shijiazhuang_station_9faaf8080e47,2021-04,population,pending,,
3164,shijiazhuang,g00139x00199,shijiazhuang_station_9faaf8080e47,2021-04,viirs,pending,,
3165,shijiazhuang,g00139x00201,shijiazhuang_station_ed497cb6067b,2021-04,housing,pending,,
3165,shijiazhuang,g00139x00201,shijiazhuang_station_ed497cb6067b,2021-04,poi,pending,,
3165,shijiazhuang,g00139x00201,shijiazhuang_station_ed497cb6067b,2021-04,population,pending,,
3165,shijiazhuang,g00139x00201,shijiazhuang_station_ed497cb6067b,2021-04,viirs,pending,,
3166,shijiazhuang,g00139x00203,shijiazhuang_station_e985e1757306,2021-04,housing,pending,,
3166,shijiazhuang,g00139x00203,shijiazhuang_station_e985e1757306,2021-04,poi,pending,,
3166,shijiazhuang,g00139x00203,shijiazhuang_station_e985e1757306,2021-04,population,pending,,
3166,shijiazhuang,g00139x00203,shijiazhuang_station_e985e1757306,2021-04,viirs,pending,,
3167,shijiazhuang,g00139x00205,shijiazhuang_station_6a37378d6954,2021-04,housing,pending,,
3167,shijiazhuang,g00139x00205,shijiazhuang_station_6a37378d6954,2021-04,poi,pending,,
3167,shijiazhuang,g00139x00205,shijiazhuang_station_6a37378d6954,2021-04,population,pending,,
3167,shijiazhuang,g00139x00205,shijiazhuang_station_6a37378d6954,2021-04,viirs,pending,,
3168,shijiazhuang,g00139x00208,shijiazhuang_station_0fba1eb2a6df,2021-04,housing,pending,,
3168,shijiazhuang,g00139x00208,shijiazhuang_station_0fba1eb2a6df,2021-04,poi,pending,,
3168,shijiazhuang,g00139x00208,shijiazhuang_station_0fba1eb2a6df,2021-04,population,pending,,
3168,shijiazhuang,g00139x00208,shijiazhuang_station_0fba1eb2a6df,2021-04,viirs,pending,,
3169,shijiazhuang,g00139x00211,shijiazhuang_station_f66120637cb1,2021-04,housing,pending,,
3169,shijiazhuang,g00139x00211,shijiazhuang_station_f66120637cb1,2021-04,poi,pending,,
3169,shijiazhuang,g00139x00211,shijiazhuang_station_f66120637cb1,2021-04,population,pending,,
3169,shijiazhuang,g00139x00211,shijiazhuang_station_f66120637cb1,2021-04,viirs,pending,,
3170,shijiazhuang,g00139x00213,shijiazhuang_station_351bbaf216ac,2021-04,housing,pending,,
3170,shijiazhuang,g00139x00213,shijiazhuang_station_351bbaf216ac,2021-04,poi,pending,,
